"pos";"F";"00_Ano_Leg-A_Ap_Ev_Dis_Pierre1.decolumnized";"01_Ano_Leg-A_Ap_NA_Vie_Pierre2.decolumnized";"02_Ano_Leg-A_Ap_NA_Pas_Paul.decolumnized";"03_Ano_Leg-A_Ap_NA_Mar_Jean.decolumnized";"04_Ano_Leg-A_Ap_NA_Vie_Jean_Ev.decolumnized";"05_Ano_Leg-A_Ap_NA_Vie_Jacques.decolumnized";"06_Ano_Leg-A_Ap_NA_Vie_Matthieu.decolumnized";"07_Ano_Leg-A_Ap_NA_Vie_SimonJude.decolumnized";"08_Ano_Leg-A_Ap_NA_Vie_Philippe.decolumnized";"09_Ano_Leg-A_Ap_NA_Vie_JacquesMineur.decolumnized";"10_Ano_Leg-A_Ap_NA_Vie_Barthelemy.decolumnized";"11_Ano_Leg-A_Ap_NA_Vie_Marc.decolumnized";"12_Ano_Leg-A_Ma_Ho_Vie_Longin.decolumnized";"13_Ano_Leg-B_Ma_Ho_Vie_Sebastien.decolumnized";"14_Ano_Leg-B_Ma_Ho_Vie_Vincent.decolumnized";"15_Ano_Leg-B_Ma_Ho_Vie_Georges.decolumnized";"16_Ano_Leg-B_Ma_Ho_Vie_Christophe.decolumnized";"17_Ano_Leg-B_Ma_Fe_Vie_Agathe.decolumnized";"18_Ano_Leg-B_Ma_Fe_Vie_Luce.decolumnized";"19_Ano_Leg-B_Ma_Fe_Vie_Agnes.decolumnized";"20_Ano_Leg-B_Ma_Fe_Vie_Felicite.decolumnized";"21_Ano_Leg-B_Ma_Fe_Vie_Christine.decolumnized";"22_Ano_Leg-B_Ma_Fe_Vie_Cecile.decolumnized";"23_Ano_Leg-B_Ma_Ho_Vie_Sixte.decolumnized";"24_Ano_Leg-B_Ma_Ho_Vie_Laurent.decolumnized";"25_Ano_Leg-B_Ma_Ho_Vie_Hippolyte.decolumnized";"26_Ano_Leg-B_Ma_Ev_Vie_Lambert.decolumnized";"27_Ano_Leg-B_Ma_Ho_Vie_Pantaleon.decolumnized";"28_Ano_Leg-B_Ma_Ho_Vie_Clement.decolumnized";"29_Wau_Leg-C_Co_Ev_Vie_Martin.decolumnized";"30_Wau_Leg-C_Co_Ev_Tra_Martin2.decolumnized";"31_Wau_Leg-C_Co_Ev_Dia_Martin3.decolumnized";"32_Wau_Leg-C_Co_Ev_Vie_Brice.decolumnized";"33_Wau_Leg-C_Co_Er_Vie_Gilles.decolumnized";"34_Wau_Leg-C_Co_Ev_Vie_Martial.decolumnized";"35_Wau_Leg-C_Co_Ev_Vie_Nicolas.decolumnized";"36_Wau_Leg-C_Co_Ev_Mir_Nicolas2.decolumnized";"37_Wau_Leg-C_Co_Ev_Tra_Nicolas3.decolumnized";"38_Wau_Leg-C_Co_Ev_Vie_Jerome.decolumnized";"39_Wau_Leg-C_Co_Ev_Vie_Benoit.decolumnized";"40_Wau_Leg-C_Co_Er_Vie_Alexis.decolumnized";"41_Ano_Leg-C_Vi_NA_Vie_Irene.decolumnized";"42_Ano_Leg-B_Vi_NA_Ass_NotreDame.decolumnized";"43_Ano_Leg-C_Vi_NA_Vie_Catherine.decolumnized";"44_Ano_Leg-C_Ap_NA_Vie_Andre.decolumnized";"45_Ano_Leg-C_Ap_NA_Pas_Andre2.decolumnized";"46_Ano_Leg-B_Co_NA_Pur_Patrice.decolumnized";"47_Ano_Leg-C_Co_er_Vie_PaulErmite.decolumnized";"48_Ano_Leg-C_Co_ev_Tra_Benoit2.decolumnized";"49_Ano_Leg-C_NA_NA_Vie_Maur.decolumnized";"50_Ano_Leg-C_NA_NA_Vie_Placide.decolumnized";"51_Ano_Leg-C_Ma_ho_Vie_Eustache.decolumnized";"52_Ano_Leg-C_Co_NA_Vie_Fursi.decolumnized";"53_Ano_Leg-C_Vi_NA_Vie_Marguerite.decolumnized";"54_Ano_Leg-C_Vi_NA_Vie_Pelagie.decolumnized";"55_Ano_Leg-C_Co_NA_Vie_Simeon.decolumnized";"56_Ano_Leg-C_Co_NA_Vie_Mamertin.decolumnized";"57_Ano_Leg-C_Vi_NA_Vie_Julien.decolumnized";"58_Ano_Leg-C_Vi_NA_Vie_MarieEgyptienne.decolumnized";"59_Ano_Leg-C_Vi_NA_Vie_Euphrasie.decolumnized";"60_Ano_Leg-B_NA_NA_NA_Antechriste.decolumnized";"61_Ano_Leg-B_NA_NA_NA_Jugement.decolumnized";"62_Ano_Leg-N_NA_NA_NA_Index.decolumnized";"63_Ric_Leg-N_NA_NA_NA_Bestiaire.decolumnized";"64_Ano_Leg-N_NA_NA_NA_Bestiaire2.decolumnized"
"PROrel NOMcom VERcjg";229;1;1;5;0;5;7;7;7;2;1;2;0;3;3;4;3;7;1;0;5;4;3;5;5;3;3;3;1;2;12;0;9;1;5;15;1;8;9;1;15;6;1;2;7;2;6;2;0;0;1;1;1;0;0;0;0;3;0;0;1;1;0;0;6;20
"VERcjg PRE ADVgen";229;3;7;2;0;2;17;8;5;1;0;3;2;2;4;5;2;4;4;1;1;1;5;7;1;2;0;7;5;1;5;0;14;2;2;6;6;9;4;3;4;6;1;5;4;2;7;9;3;2;2;2;1;5;0;0;3;0;0;0;1;1;1;0;5;12
"DETind PROdem PROrel";227;2;1;2;0;2;11;4;4;2;1;3;0;1;6;2;4;15;0;0;4;4;3;11;1;1;2;1;6;1;15;0;7;2;3;21;1;7;2;0;2;5;3;4;3;2;19;7;0;2;4;4;4;1;1;1;6;1;3;0;0;0;0;0;1;2
"NOMcom VERcjg VERinf";227;4;6;3;0;5;10;2;6;1;0;0;2;1;2;6;1;5;2;1;2;2;2;4;0;1;1;8;2;2;12;0;12;1;4;14;1;6;3;1;12;5;1;2;8;0;3;6;4;5;6;1;0;2;0;1;0;2;2;4;1;0;0;0;8;19
"VERcjg ADVgen VERcjg";227;4;4;3;0;4;16;7;10;0;0;1;1;1;2;2;5;4;3;2;3;0;3;5;1;4;4;6;5;1;5;0;15;1;3;7;2;7;3;3;13;2;0;3;2;2;19;6;2;2;2;2;2;1;0;0;1;0;1;1;0;0;0;0;7;12
"DETdem NOMcom PROrel";226;1;0;2;0;2;7;3;4;2;1;10;0;1;1;2;4;7;4;0;0;2;7;8;0;3;0;1;4;0;11;1;13;0;1;11;0;8;7;0;11;1;2;1;16;2;15;5;1;0;6;0;3;1;2;1;4;0;4;4;2;2;0;0;5;10
"PROrel PROper PROper";226;1;4;4;0;4;11;2;5;2;2;2;2;1;3;5;6;12;3;1;4;2;9;4;0;6;3;4;2;0;4;1;22;0;3;3;1;9;3;1;8;0;0;2;5;1;8;2;0;1;2;2;2;3;1;1;1;2;0;5;0;0;0;0;11;18
"ADVgen ADVgen CONsub";225;0;1;4;1;3;15;3;3;1;2;3;0;0;2;6;1;7;1;1;4;1;1;1;0;1;0;2;4;0;13;0;11;0;3;13;2;11;7;5;13;5;0;0;1;1;7;14;3;4;4;0;2;2;0;1;1;0;1;7;0;3;0;0;13;10
"VERcjg PONfbl ADVgen";225;10;4;7;0;4;17;2;3;2;1;4;0;0;2;7;4;5;1;4;8;1;3;1;0;2;4;1;4;4;9;0;22;0;6;9;4;9;7;1;9;3;1;6;6;1;4;2;5;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;10;2
"ADVneg VERcjg ADVgen";224;2;1;1;1;3;17;5;2;0;0;3;0;2;1;3;1;4;1;6;2;0;5;5;0;1;0;3;2;1;11;1;15;0;2;9;1;5;1;2;11;0;3;1;3;1;8;9;3;3;3;4;7;2;0;2;5;2;4;5;2;2;0;0;11;14
"PRE DETind DETdef";223;3;4;4;0;3;5;11;8;2;2;0;3;0;3;4;1;9;7;1;4;1;5;1;1;1;1;1;3;1;3;0;16;1;6;21;1;12;6;4;4;6;2;5;7;2;5;8;1;1;3;3;1;0;1;0;2;0;1;5;0;2;1;0;3;1
"PRE.DETdef NOMcom VERcjg";222;5;4;4;0;6;11;8;6;0;1;4;2;4;1;1;2;3;0;2;4;2;1;4;0;3;3;4;3;1;13;0;11;0;2;8;2;1;17;0;4;2;2;3;15;5;7;4;2;3;4;1;3;3;1;2;3;0;2;1;3;3;0;0;3;3
"CONcoo VERppe PONfrt";221;1;1;4;0;2;6;5;4;3;0;4;1;4;4;7;9;10;3;3;3;0;2;12;1;2;1;7;10;0;15;2;14;0;2;10;3;13;6;2;11;4;5;1;3;1;5;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;0;1;3;2
"NOMcom ADVgen ADJqua";220;4;3;1;0;3;6;2;3;2;0;4;0;7;3;1;3;4;1;1;2;2;4;4;1;3;3;3;3;4;14;1;16;0;2;11;0;4;4;2;6;3;6;1;11;2;12;15;2;0;8;3;4;2;2;1;3;0;1;2;0;0;0;1;3;1
"PRE PROper VERinf";220;2;6;5;0;2;4;6;2;0;0;1;0;3;1;5;3;4;0;1;7;2;5;2;4;4;3;1;11;0;15;0;24;1;1;14;1;2;5;4;6;0;3;5;4;3;4;3;5;0;5;0;1;0;0;1;2;0;1;0;0;1;0;0;11;14
"ADVgen PRE DETpos";218;1;5;3;0;1;18;6;5;0;0;4;0;3;2;4;3;5;1;3;1;1;3;3;0;2;1;6;2;1;10;0;7;1;4;14;3;10;3;2;18;3;0;3;5;1;12;2;5;3;4;1;1;4;1;1;2;0;1;0;1;0;0;0;6;6
"CONcoo ADVgen ADJqua";218;3;2;2;0;2;9;3;9;0;0;4;1;1;8;5;2;8;1;0;4;1;12;8;2;1;1;3;4;0;11;1;16;0;3;11;0;3;10;1;7;1;2;1;4;2;11;12;2;1;3;0;3;0;0;0;0;1;1;1;0;3;0;1;7;3
"NOMcom VERppe PRE";218;3;3;2;0;3;9;4;4;1;0;3;1;0;5;3;1;3;2;2;3;0;5;7;4;3;1;5;6;0;8;1;14;0;4;11;2;6;5;1;6;5;4;3;5;1;2;11;6;3;7;1;4;1;0;0;1;2;1;2;1;2;0;0;11;4
"PONfrt NOMcom PONfrt";218;5;2;4;0;8;34;10;12;0;0;4;5;4;6;2;5;6;0;0;2;1;9;4;2;5;1;1;5;2;4;1;13;1;0;4;1;1;4;1;3;0;0;0;2;0;11;0;3;0;5;0;2;1;0;0;0;2;1;4;1;0;0;1;12;1
"ADVgen ADVgen PRE";216;3;2;1;0;1;9;3;2;0;0;1;0;2;1;2;1;5;1;4;3;0;2;3;0;0;0;6;4;1;7;1;16;0;4;10;3;5;9;4;21;6;2;1;7;0;8;8;5;1;5;0;2;1;0;2;2;1;4;3;1;2;0;0;8;10
"NOMcom ADVgen PRE";216;2;2;2;0;2;11;3;3;0;1;1;1;0;3;4;4;6;1;0;3;1;4;2;2;2;0;3;5;2;16;0;10;0;8;28;1;8;8;4;11;6;0;1;14;3;6;1;3;0;3;0;0;0;1;0;1;1;0;0;1;0;0;0;7;4
"PONfbl CONcoo PRE";216;7;2;4;0;1;6;5;1;0;0;1;0;0;0;1;0;2;1;0;4;1;1;1;0;1;2;2;2;2;21;0;25;1;4;12;1;15;5;0;17;1;3;3;22;8;6;1;0;1;3;0;2;0;2;1;0;1;0;3;0;1;1;0;6;3
"PRE NOMcom CONsub";216;6;4;1;0;7;10;4;2;0;0;2;2;0;2;3;5;0;2;3;0;0;4;1;1;0;0;0;2;3;9;0;21;2;2;8;1;9;3;0;9;2;0;2;8;1;10;7;2;5;3;0;2;1;0;3;3;0;1;5;0;1;0;0;14;18
"VERinf PRE DETdef";216;5;3;2;0;2;12;4;4;0;1;3;1;1;5;4;2;4;2;1;2;4;4;1;1;1;4;5;6;1;8;0;16;0;6;7;0;3;8;1;5;4;4;5;9;2;4;7;2;1;4;2;0;0;3;2;3;3;2;2;2;1;0;0;7;8
"NOMcom ADJqua CONcoo";215;4;6;6;0;2;2;5;3;1;1;7;2;1;0;1;1;8;3;2;2;3;4;4;1;1;2;2;2;2;7;0;10;0;2;12;0;8;7;1;2;2;6;0;17;3;11;4;4;5;4;4;2;2;3;4;7;1;0;3;0;3;0;0;2;1
"PONfrt PROcar PONfrt";214;1;1;0;0;4;11;5;3;3;1;3;0;1;1;0;2;6;0;0;0;5;8;1;0;0;7;1;3;3;6;1;20;2;3;10;0;2;18;2;10;3;5;2;5;0;6;3;2;0;5;3;0;1;0;2;4;4;2;10;2;1;3;1;6;0
"VERcjg ADJqua CONcoo";214;2;3;12;0;5;5;7;7;0;1;2;0;1;5;4;1;7;5;0;3;0;3;4;2;2;3;3;2;0;11;0;10;0;5;12;2;11;7;1;10;4;3;1;6;4;4;5;6;0;1;1;1;3;1;0;1;2;1;2;0;1;0;0;1;8
"ADVgen ADJqua CONcoo";213;0;3;0;0;3;9;4;5;2;0;2;0;2;6;6;2;5;0;2;0;0;6;3;0;3;1;2;4;0;11;2;9;0;6;8;1;4;7;2;11;3;7;0;3;4;11;13;1;5;6;5;2;3;0;1;2;2;2;1;0;3;0;0;4;4
"CONcoo PROdem VERcjg";213;8;6;9;1;6;12;5;3;0;1;1;0;1;7;2;1;10;3;0;1;2;2;3;1;2;1;2;1;1;12;0;29;0;5;5;2;5;2;0;3;2;1;9;4;0;20;4;1;0;1;1;0;1;0;0;0;3;1;1;0;1;2;0;4;2
"CONcoo PROper ADVneg";212;2;1;1;0;2;3;2;4;0;2;2;1;0;1;3;2;8;0;3;0;1;0;4;0;3;2;3;2;3;12;3;19;1;0;6;0;3;6;2;9;2;2;3;3;3;8;11;3;3;4;2;11;2;0;0;3;3;4;10;3;0;1;0;12;3
"PRE PROper PONfbl";212;8;7;7;0;3;10;3;6;0;1;1;0;0;2;1;2;3;0;2;4;0;6;7;0;0;2;0;4;1;8;0;16;0;2;14;0;10;1;2;5;0;6;1;11;5;11;5;2;0;4;0;3;1;1;0;2;0;2;1;0;0;0;0;10;9
"PONfbl ADVgen CONsub";211;4;1;1;0;1;9;1;3;1;0;0;0;0;0;2;1;4;0;3;3;0;1;1;0;0;1;3;2;0;9;0;22;3;6;23;7;14;9;4;13;3;0;4;9;2;3;2;4;0;2;1;0;0;1;0;0;0;0;3;0;1;0;0;16;8
"ADVgen VERppe PRE";210;5;3;2;0;1;6;3;6;1;2;3;1;5;1;2;1;7;1;4;10;1;3;2;1;1;1;2;7;2;8;0;23;2;1;7;1;4;9;1;10;3;1;0;8;1;6;7;3;2;5;0;0;3;2;2;4;0;2;4;0;0;0;0;6;1
"DETpos NOMcom CONsub";210;1;5;2;0;3;18;2;4;0;1;1;1;3;3;3;2;8;4;1;7;0;3;1;2;0;2;4;3;5;5;0;4;1;3;8;0;9;3;3;5;2;0;4;5;4;13;3;1;5;5;3;1;1;5;0;0;3;3;0;2;0;0;0;11;9
"PRE NOMpro PONfrt";210;8;3;3;0;1;14;4;6;0;2;2;3;5;2;0;2;4;1;3;1;1;2;5;1;3;1;5;1;5;10;0;7;3;4;11;0;4;1;3;1;5;2;2;7;1;12;3;2;8;7;2;1;2;0;0;0;1;3;8;5;2;0;0;2;3
"VERcjg PRE DETndf";210;1;2;3;0;2;7;1;0;1;1;2;2;0;4;3;2;2;1;0;1;0;4;1;0;2;2;2;1;4;8;0;9;0;4;10;0;8;8;3;17;2;5;1;1;0;11;6;6;5;6;2;7;2;2;3;6;4;4;5;1;0;0;0;7;6
"ADVgen VERcjg CONcoo";209;4;4;3;0;2;11;2;3;1;1;3;5;1;1;3;4;10;2;1;4;0;8;8;1;3;4;9;1;0;6;4;11;2;4;9;3;8;4;0;7;3;1;6;6;1;8;5;2;3;2;1;1;0;1;0;0;1;0;2;0;0;0;0;2;7
"NOMcom PONfbl CONsub";209;8;2;2;0;7;5;3;2;1;0;0;0;1;1;0;1;5;1;2;5;2;1;0;0;3;1;1;2;3;28;0;18;0;5;16;5;12;5;3;11;3;0;2;6;7;3;3;1;0;2;1;0;0;2;0;0;0;0;1;3;1;1;0;3;8
"PONfrt NOMcom PRE";209;3;3;3;0;6;17;1;7;3;2;1;1;0;7;2;2;6;1;2;3;1;8;5;0;1;3;0;3;1;6;0;1;0;8;13;1;3;2;0;5;1;2;2;9;1;4;5;3;2;6;3;3;2;1;3;6;2;1;6;1;0;0;0;13;2
"PRE PROper PRE";208;4;4;3;0;3;15;2;3;0;1;0;1;0;0;2;2;8;1;1;1;1;3;2;0;2;0;6;6;3;7;0;11;1;6;16;1;13;7;2;7;3;3;4;9;2;4;5;2;1;1;2;2;2;0;0;4;1;1;5;2;0;0;0;7;3
"PROind PROper VERcjg";208;9;2;4;0;4;18;6;7;0;2;7;0;0;5;4;5;9;8;0;2;0;1;5;2;4;2;2;3;1;5;0;10;2;5;6;1;5;2;0;4;2;0;0;3;5;3;1;1;1;2;1;0;1;0;0;0;1;3;2;1;1;0;0;14;14
"PONfrt CONcoo DETind";206;3;1;1;0;2;6;7;5;1;0;5;2;2;7;5;8;11;5;2;3;2;7;5;0;0;0;3;5;2;13;0;12;1;3;3;0;5;4;0;7;0;4;1;2;0;8;7;1;2;8;3;0;1;0;0;3;1;3;2;0;2;0;0;8;2
"CONcoo VERcjg CONsub";205;5;2;1;0;1;9;1;2;0;0;3;0;1;2;8;5;11;3;2;3;0;3;6;1;4;1;3;2;4;7;0;8;1;1;4;1;1;6;3;7;4;3;1;15;0;7;4;1;8;5;1;5;3;6;1;1;2;5;3;0;1;1;0;1;5
"PONfrt NOMcom PROper";204;3;6;7;0;4;17;4;3;3;0;3;0;2;2;0;8;4;2;7;1;3;7;19;3;2;1;3;3;1;1;1;3;0;3;6;0;1;4;0;2;3;1;5;4;2;9;5;0;0;2;1;6;1;3;3;1;4;1;6;1;1;0;0;4;2
"VERcjg VERcjg PRE";203;7;5;5;0;6;5;1;7;1;0;2;0;1;2;4;1;5;3;1;4;2;7;4;1;5;2;5;6;4;3;0;6;0;1;10;1;7;3;2;9;1;1;5;2;2;10;5;1;2;3;3;3;1;3;0;2;0;1;3;0;1;0;0;8;8
"VERcjg PONfrt DETdef";202;1;0;1;0;1;7;4;8;0;0;3;1;3;1;2;2;1;4;1;2;3;2;8;1;1;2;2;6;5;7;1;7;0;2;9;1;4;9;2;19;2;7;0;6;4;10;4;2;0;3;5;3;3;1;0;2;5;2;4;0;1;1;0;3;1
"CONcoo PRE.DETdef NOMcom";201;3;10;5;0;6;11;6;6;0;0;6;2;0;0;2;5;7;0;3;3;1;6;2;0;2;2;5;2;4;8;0;13;0;3;6;1;6;12;1;2;0;2;2;7;1;4;5;3;0;2;3;3;1;0;2;4;2;1;2;0;1;0;0;3;2
"PONfrt DETdef ADJqua";201;0;1;0;0;2;12;4;5;1;0;2;1;2;3;1;1;1;4;3;3;0;12;6;2;0;1;5;2;0;5;1;9;0;2;13;3;9;5;0;21;4;2;1;6;4;15;1;1;2;7;3;0;7;0;0;3;1;1;0;0;0;0;0;1;0
"VERcjg VERppe NOMcom";201;8;4;2;0;6;9;4;3;0;0;3;0;1;3;2;3;6;2;0;2;0;6;5;2;3;5;0;5;3;9;0;13;1;1;6;0;7;1;0;8;3;2;3;6;3;12;2;5;0;3;2;2;0;2;0;1;2;2;2;0;4;1;0;7;4
